crn,profId,location,days,start_date,end_date,start_time,end_time,course,term
61123,0,TBA,,2019-7-20,2019-8-18,TBA,TBA,0,2019summer
61129,0,TBA,,2019-7-20,2019-8-18,TBA,TBA,0,2019summer
61107,0,TBA,,2019-7-01,2019-7-30,TBA,TBA,1,2019summer
60792,1,TBA,,2019-6-27,2019-8-13,TBA,TBA,2,2019summer
60804,2,TBA,,2019-8-10,2019-8-24,TBA,TBA,3,2019summer
60955,3,AGRI 5C61,MTWRF,2019-6-27,2019-7-18,11:00,13:20,4,2019summer
61082,4,TBA,MTWRF,2019-7-08,2019-8-23,8:00,11:59,5,2019summer
61083,4,TBA,MTWRF,2019-7-08,2019-8-23,12:00,16:00,5,2019summer
60006,5,MURRY 291,MTWR,2019-6-27,2019-8-13,13:30,16:20,6,2019summer
60008,6,MURRY 190,MTWR,2019-6-27,2019-8-13,9:30,12:20,7,2019summer
60717,7,MURRY 184,MTWR,2019-6-27,2019-7-18,9:30,12:20,8,2019summer
60674,7,RANNEX 129,MTWR,2019-7-23,2019-8-13,13:30,16:20,9,2019summer
61024,8,MURRY 182,MTWR,2019-6-27,2019-8-13,13:30,16:20,10,2019summer
60972,9,MURRY 64,MTWR,2019-6-27,2019-7-18,9:30,12:20,11,2019summer
61091,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,12,2019summer
60772,10,EDUC 1019,MTWR,2019-6-27,2019-7-18,13:00,16:20,13,2019summer
61025,11,MURRY 299,MTWR,2019-6-27,2019-7-18,9:30,12:20,14,2019summer
60937,12,ARCH 124,MTWRFSU,2019-6-27,2019-8-13,8:30,11:50,15,2019summer
60654,13,ARTS 133,MTWRF,2019-7-23,2019-8-13,9:00,11:20,16,2019summer
60619,14,ARTS 134,MTWRF,2019-7-23,2019-8-13,8:30,10:50,17,2019summer
60925,15,TBA,MTWRFSU,2019-8-19,2019-8-30,8:30,17:50,18,2019summer
60877,16,TBA,,2019-6-27,2019-7-18,TBA,TBA,19,2019summer
60029,17,PHYSIC 107,MTWRF,2019-6-27,2019-7-18,8:30,10:50,20,2019summer
60926,18,TBA,,2019-6-27,2019-8-13,TBA,TBA,21,2019summer
61015,19,STM 200,MTWRF,2019-6-27,2019-7-18,11:00,13:20,22,2019summer
60980,20,ESB 103,TR,2019-6-27,2019-8-13,19:00,21:50,23,2019summer
60047,21,ESB 144,MW,2019-6-27,2019-8-13,16:00,18:50,24,2019summer
60414,22,ARTS 109,TR,2019-6-27,2019-8-13,16:00,18:50,25,2019summer
61016,23,ESB 112,TR,2019-6-27,2019-8-13,16:00,18:50,26,2019summer
60051,24,ESB 46,MW,2019-6-27,2019-8-13,16:00,18:50,27,2019summer
60520,25,ESB 46,TR,2019-6-27,2019-8-13,16:00,18:50,28,2019summer
61078,26,HLTH B407,MTWR,2019-8-12,2019-8-31,9:00,13:20,29,2019summer
60861,27,THORV 205A,MWF,2019-6-27,2019-8-13,9:00,10:50,30,2019summer
60862,27,THORV 205A,MWF,2019-6-27,2019-8-13,9:00,10:50,30,2019summer
60930,0,THORV S320,MWF,2019-6-27,2019-8-13,11:30,12:20,30,2019summer
60931,0,THORV S320,MWF,2019-6-27,2019-8-13,12:30,13:20,30,2019summer
60040,28,THORV 124,TR,2019-6-27,2019-8-13,8:30,11:20,31,2019summer
60875,0,THORV S311,TR,2019-6-27,2019-8-13,12:00,13:20,31,2019summer
60876,0,THORV S311,TR,2019-6-27,2019-8-13,13:30,14:50,31,2019summer
60042,29,THORV 124,MWF,2019-6-27,2019-8-13,13:00,14:50,32,2019summer
60379,30,THORV 124,MWF,2019-6-27,2019-8-13,8:30,10:20,33,2019summer
61122,31,THORV S342,MR,2019-6-27,2019-8-13,13:30,16:45,34,2019summer
60628,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,35,2019summer
60629,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,36,2019summer
60630,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,37,2019summer
60626,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,38,2019summer
60801,32,KIRK 144,MTWRF,2019-6-27,2019-8-13,11:00,13:20,39,2019summer
61065,33,ARTS 105,WRFSU,2019-8-07,2019-8-11,9:00,16:20,40,2019summer
61098,0,TBA,,2019-7-10,2019-7-14,9:00,16:20,41,2019summer
61071,34,TBA,,2019-6-27,2019-7-18,TBA,TBA,42,2019summer
61072,34,TBA,,2019-7-23,2019-8-13,TBA,TBA,42,2019summer
61081,35,TBA,,2019-7-23,2019-8-13,TBA,TBA,42,2019summer
60789,36,JMITCH 131,MTWRF,2019-6-27,2019-7-18,10:30,12:50,43,2019summer
60523,37,JMITCH 88,MTWRF,2019-7-23,2019-8-13,10:00,11:20,44,2019summer
61006,38,STM 1001,MTWRF,2019-6-27,2019-7-18,11:00,13:20,45,2019summer
60845,39,ARTS 109,MTWRF,2019-7-23,2019-8-13,8:30,10:50,46,2019summer
60901,40,EDUC 1251,MTWR,2019-7-23,2019-8-13,10:00,13:20,47,2019summer
60873,41,TBA,,2019-6-27,2019-8-13,TBA,TBA,48,2019summer
61008,41,TBA,,2019-6-27,2019-8-13,TBA,TBA,48,2019summer
61045,42,NA ,,2019-6-27,2019-7-23,TBA,TBA,49,2019summer
61102,43,TBA,MTWRFS,2019-7-22,2019-7-27,TBA,TBA,50,2019summer
60959,44,EDUC 1037,MTWR,2019-6-27,2019-7-18,10:00,13:20,51,2019summer
60941,45,EDUC 1039,MTWRF,2019-7-08,2019-7-12,9:00,15:50,52,2019summer
60943,46,EDUC 2002,MTWRF,2019-8-07,2019-8-13,9:00,15:50,53,2019summer
61001,47,EDUC 2005,MTWRF,2019-8-05,2019-8-09,9:00,15:50,54,2019summer
61000,48,EDUC 2002,MTWRF,2019-7-15,2019-7-19,9:00,15:50,55,2019summer
60827,48,TBA,TWRF,2019-7-02,2019-7-05,16:00,17:50,56,2019summer
60584,45,EDUC 1004,TWRF,2019-7-02,2019-7-05,16:00,17:50,56,2019summer
61040,49,EDUC 1004,MTWRF,2019-7-02,2019-7-08,9:00,15:50,57,2019summer
60272,50,TBA,,2019-6-27,2019-8-13,TBA,TBA,58,2019summer
60580,51,TBA,MTWRFU,2019-7-28,2019-8-02,TBA,TBA,59,2019summer
61027,52,EDUC 1251,MTWRF,2019-7-03,2019-7-12,10:00,15:45,60,2019summer
61028,52,EDUC 2005,MTWRF,2019-7-17,2019-7-26,10:00,15:45,61,2019summer
61094,43,TBA,,2019-6-27,2019-8-13,TBA,TBA,62,2019summer
60891,53,EDUC 2002,F,2019-7-12,2019-7-12,17:00,20:00,63,2019summer
60766,54,TBA,,2019-6-27,2019-8-13,TBA,TBA,64,2019summer
61044,55,TBA,,2019-7-23,2019-8-13,TBA,TBA,65,2019summer
61032,55,TBA,,2019-6-27,2019-8-13,TBA,TBA,66,2019summer
61022,56,ARTS 212,MTWRF,2019-7-23,2019-8-13,10:00,12:20,67,2019summer
61023,57,ARTS 208,MTWRF,2019-6-27,2019-7-18,9:30,11:50,68,2019summer
60912,57,ARTS 213,MTWRF,2019-7-23,2019-8-13,13:30,15:50,69,2019summer
60727,58,TBA,,2019-6-27,2019-8-13,TBA,TBA,69,2019summer
60928,59,STM 260,MTWRF,2019-6-27,2019-7-18,13:30,15:50,70,2019summer
60949,60,ARTS 213,MTWRF,2019-7-23,2019-8-13,10:30,12:50,71,2019summer
60927,61,TBA,,2019-6-27,2019-8-13,TBA,TBA,72,2019summer
60999,62,TBA,,2019-6-27,2019-8-13,TBA,TBA,73,2019summer
61079,63,TBA,,2019-6-27,2019-8-18,TBA,TBA,74,2019summer
61084,64,TBA,MTWRF,2019-6-27,2019-7-18,TBA,TBA,75,2019summer
60785,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,76,2019summer
60897,65,GEOL 165,MTWRFSU,2019-6-24,2019-8-13,13:00,16:20,77,2019summer
60738,66,TBA,,2019-6-27,2019-8-13,TBA,TBA,77,2019summer
61011,67,TBA,MTWRFSU,2019-7-01,2019-7-15,TBA,TBA,78,2019summer
60745,68,TBA,,2019-6-27,2019-8-13,TBA,TBA,79,2019summer
61135,69,DIEF 137,MTWRF,2019-8-12,2019-8-23,9:00,16:50,80,2019summer
61067,70,NA ,MTWRF,2019-7-23,2019-8-13,13:00,15:50,81,2019summer
61134,0,TBA,,2019-7-23,2019-8-13,TBA,TBA,82,2019summer
60939,71,TBA,,2019-6-27,2019-7-18,TBA,TBA,83,2019summer
61003,72,TBA,,2019-6-27,2019-7-18,TBA,TBA,84,2019summer
60407,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,85,2019summer
61005,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,86,2019summer
60406,73,ESB 243,MWR,2019-7-15,2019-8-01,17:00,20:50,87,2019summer
60776,74,ESB 243,MWR,2019-6-17,2019-7-04,15:00,18:50,88,2019summer
60527,75,ESB 243,TRF,2019-8-06,2019-8-09,15:00,18:50,89,2019summer
60963,76,TBA,,2019-6-24,2019-7-26,TBA,TBA,90,2019summer
60964,76,TBA,,2019-6-24,2019-7-26,TBA,TBA,90,2019summer
60746,77,TBA,,2019-7-10,2019-8-09,TBA,TBA,91,2019summer
60747,77,TBA,,2019-7-10,2019-8-09,TBA,TBA,91,2019summer
61034,78,TBA,,2019-6-13,2019-7-26,TBA,TBA,92,2019summer
61035,78,TBA,,2019-6-13,2019-7-26,TBA,TBA,92,2019summer
61036,79,TBA,,2019-6-19,2019-7-16,TBA,TBA,93,2019summer
61037,79,TBA,,2019-6-19,2019-7-16,TBA,TBA,93,2019summer
61038,80,TBA,,2019-7-22,2019-8-16,TBA,TBA,94,2019summer
61039,80,TBA,,2019-7-22,2019-8-16,TBA,TBA,94,2019summer
60965,81,TBA,,2019-7-29,2019-8-16,TBA,TBA,95,2019summer
60966,81,TBA,,2019-7-29,2019-8-16,TBA,TBA,95,2019summer
60729,82,TBA,,2019-7-19,2019-8-13,TBA,TBA,96,2019summer
60731,82,TBA,,2019-7-19,2019-8-13,TBA,TBA,96,2019summer
60557,83,ARTS 108,MTWRF,2019-6-27,2019-8-13,16:00,17:20,97,2019summer
60868,84,TBA,,2019-7-17,2019-8-28,TBA,TBA,97,2019summer
61029,84,TBA,,2019-6-27,2019-8-13,TBA,TBA,98,2019summer
60041,85,ARTS 133,MTWRF,2019-6-27,2019-7-18,8:30,10:50,99,2019summer
61010,84,TBA,,2019-7-17,2019-8-28,TBA,TBA,99,2019summer
60046,86,ARTS 108,MTWRF,2019-7-23,2019-8-13,8:30,10:50,100,2019summer
61020,87,ARTS 263,MTWRF,2019-6-27,2019-8-13,8:30,10:50,101,2019summer
60338,88,ARTS 102,MTWRF,2019-6-27,2019-8-13,8:30,9:50,102,2019summer
60049,84,ARTS 109,MTWRF,2019-6-27,2019-8-13,11:00,12:20,103,2019summer
60052,89,ARTS 206,MTWRF,2019-7-23,2019-8-13,13:30,15:50,104,2019summer
61100,90,AGRI 1E79,MWF,2019-7-01,2019-8-31,15:00,16:50,105,2019summer
60922,0,TBA,WRF,2019-6-01,2019-6-03,8:30,16:20,106,2019summer
60923,0,TBA,F,2019-6-01,2019-6-03,8:30,16:20,107,2019summer
60924,0,TBA,,2019-6-01,2019-6-12,TBA,TBA,107,2019summer
60991,91,ESTV ,,2019-6-27,2019-8-13,TBA,TBA,108,2019summer
60992,91,MEAD ,,2019-6-27,2019-8-13,TBA,TBA,108,2019summer
60914,92,HLTH GB06,M,2019-7-29,2019-7-29,8:30,16:50,109,2019summer
60915,92,TBA,M,2019-6-27,2019-8-13,8:30,16:20,109,2019summer
60549,93,TBA,,2019-6-27,2019-8-13,TBA,TBA,110,2019summer
60552,93,TBA,,2019-6-27,2019-8-13,TBA,TBA,111,2019summer
60657,94,HLTH GB10,MTR,2019-6-17,2019-6-20,13:30,16:20,112,2019summer
60658,95,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60755,96,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60756,97,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60757,98,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60758,99,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60759,100,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60760,101,HLTH 2200,W,2019-6-19,2019-6-19,8:00,11:50,112,2019summer
60656,102,HLTH GB10,MTRF,2019-6-17,2019-6-21,10:30,12:20,113,2019summer
60895,103,HLTH B450,MTW,2019-7-29,2019-7-31,9:00,10:50,114,2019summer
60896,103,HLTH 2200,RF,2019-8-01,2019-8-02,9:00,11:50,114,2019summer
61136,104,TBA,,2019-8-27,2019-8-30,TBA,TBA,115,2019summer
61137,104,TBA,,2019-8-27,2019-8-30,TBA,TBA,115,2019summer
61033,105,TBA,,2019-6-24,2019-8-09,TBA,TBA,115,2019summer
61114,106,TBA,,2019-6-24,2019-8-09,TBA,TBA,115,2019summer
60696,107,TBA,,2019-7-15,2019-8-30,TBA,TBA,116,2019summer
61115,108,TBA,,2019-7-15,2019-8-30,TBA,TBA,116,2019summer
61092,109,TBA,,2019-7-08,2019-8-16,TBA,TBA,117,2019summer
60750,110,TBA,,2019-6-27,2019-7-18,TBA,TBA,118,2019summer
60751,110,TBA,,2019-7-23,2019-8-13,TBA,TBA,118,2019summer
61046,111,TBA,,2019-7-02,2019-7-26,TBA,TBA,119,2019summer
61048,111,TBA,,2019-7-29,2019-8-23,TBA,TBA,119,2019summer
61047,111,TBA,,2019-7-02,2019-7-26,TBA,TBA,119,2019summer
61049,111,TBA,,2019-7-29,2019-8-23,TBA,TBA,119,2019summer
60655,112,HLTH GB10,MTRF,2019-6-17,2019-6-21,8:30,10:20,120,2019summer
61052,111,TBA,,2019-7-02,2019-7-26,TBA,TBA,121,2019summer
61054,111,TBA,,2019-7-29,2019-8-23,TBA,TBA,121,2019summer
61053,111,TBA,,2019-7-02,2019-7-26,TBA,TBA,121,2019summer
61055,111,TBA,,2019-7-29,2019-8-23,TBA,TBA,121,2019summer
60036,0,TBA,,2019-7-02,2019-7-26,TBA,TBA,122,2019summer
60037,0,TBA,,2019-7-29,2019-8-23,TBA,TBA,122,2019summer
60038,0,TBA,,2019-7-02,2019-7-26,TBA,TBA,122,2019summer
60039,0,TBA,,2019-7-29,2019-8-23,TBA,TBA,122,2019summer
60950,113,ARTS 106,MTWRF,2019-6-27,2019-7-18,11:00,13:20,123,2019summer
60403,114,HLTH 3450,M,2019-7-08,2019-7-12,9:00,9:50,124,2019summer
61124,115,TBA,MTWRF,2019-7-29,2019-8-30,TBA,TBA,125,2019summer
61125,116,TBA,,2019-6-27,2019-8-13,TBA,TBA,126,2019summer
61099,117,TBA,,2019-7-08,2019-8-23,TBA,TBA,127,2019summer
60940,118,TBA,,2019-6-27,2019-8-13,TBA,TBA,128,2019summer
61002,119,TBA,,2019-6-27,2019-8-13,TBA,TBA,129,2019summer
61066,120,NA ,MTWRF,2019-6-27,2019-7-18,13:00,15:50,130,2019summer
60739,120,TBA,,2019-6-27,2019-8-13,TBA,TBA,131,2019summer
60740,121,TBA,,2019-6-27,2019-8-13,TBA,TBA,132,2019summer
60437,122,TBA,,2019-6-27,2019-8-13,TBA,TBA,133,2019summer
60438,122,TBA,,2019-6-27,2019-8-13,TBA,TBA,134,2019summer
61126,123,TBA,,2019-6-27,2019-8-13,TBA,TBA,135,2019summer
60650,124,TBA,,2019-6-27,2019-8-13,TBA,TBA,136,2019summer
60597,125,TBA,,2019-6-27,2019-8-13,TBA,TBA,137,2019summer
60703,126,ARTS 109,MTWRF,2019-6-27,2019-7-18,13:30,15:50,138,2019summer
60900,125,TBA,,2019-6-27,2019-8-13,TBA,TBA,139,2019summer
60333,127,ARTS 106,MTWRF,2019-7-23,2019-8-13,11:00,13:20,140,2019summer
60644,128,ARTS 101,MTWRF,2019-6-27,2019-7-18,11:00,13:20,141,2019summer
60645,128,ARTS 108,MTWRF,2019-6-27,2019-7-18,13:30,15:20,141,2019summer
60647,129,ARTS 207,MTWRF,2019-7-23,2019-8-13,8:30,10:50,142,2019summer
60866,130,ARTS 153,MTWRF,2019-6-27,2019-7-18,13:30,15:50,143,2019summer
61070,131,TBA,MTWRF,2019-6-27,2019-8-13,TBA,TBA,144,2019summer
60702,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,145,2019summer
60434,132,ARTS 211,MTWRF,2019-6-27,2019-7-18,11:00,13:20,146,2019summer
60799,133,ARTS 206,MTWRF,2019-7-23,2019-8-13,11:00,13:20,147,2019summer
60651,133,TBA,,2019-6-27,2019-8-13,TBA,TBA,147,2019summer
60737,133,TBA,,2019-6-27,2019-8-13,TBA,TBA,148,2019summer
61004,134,TBA,,2019-6-27,2019-8-13,TBA,TBA,149,2019summer
60019,135,ARTS 217,MTWRF,2019-6-27,2019-8-13,11:00,12:20,150,2019summer
60841,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,151,2019summer
60842,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,151,2019summer
61130,0,TBA,,2019-6-27,2019-8-13,TBA,TBA,152,2019summer
60732,136,TBA,,2019-6-27,2019-8-13,TBA,TBA,153,2019summer
61018,137,BIOL 122,MTWR,2019-7-23,2019-8-13,10:00,12:20,154,2019summer
60652,136,TBA,,2019-6-27,2019-8-13,TBA,TBA,154,2019summer
87856,0,TBA,,2019-9-01,2019-5-18,TBA,TBA,155,2019fall
87857,0,TBA,,2019-9-01,2019-4-20,TBA,TBA,155,2019fall
87858,0,TBA,,2019-10-01,2019-2-07,TBA,TBA,155,2019fall
87859,0,TBA,,2019-9-03,2019-11-20,TBA,TBA,155,2019fall
87384,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87860,0,TBA,,2019-9-01,2019-11-25,TBA,TBA,155,2019fall
87861,0,TBA,,2019-9-22,2019-1-29,TBA,TBA,155,2019fall
87862,0,TBA,,2019-9-02,2019-12-18,TBA,TBA,155,2019fall
87863,0,TBA,,2019-9-16,2019-12-23,TBA,TBA,155,2019fall
86226,0,TBA,,2019-9-01,2019-12-05,TBA,TBA,155,2019fall
87442,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87382,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87864,0,TBA,,2019-8-21,2019-11-11,TBA,TBA,155,2019fall
87865,0,TBA,,2019-8-19,2019-11-17,TBA,TBA,155,2019fall
87866,0,TBA,,2019-8-29,2019-11-18,TBA,TBA,155,2019fall
87867,0,TBA,,2019-9-02,2019-12-10,TBA,TBA,155,2019fall
87381,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87873,0,TBA,,2019-9-16,2019-11-24,TBA,TBA,155,2019fall
87868,0,TBA,,2019-9-08,2019-12-28,TBA,TBA,155,2019fall
87872,0,TBA,,2019-9-02,2019-4-27,TBA,TBA,155,2019fall
87380,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87401,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87871,0,TBA,,2019-9-02,2019-12-10,TBA,TBA,155,2019fall
87870,0,TBA,,2019-9-02,2019-12-21,TBA,TBA,155,2019fall
87400,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87376,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87399,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87441,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87383,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87373,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87372,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87394,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87440,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87379,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87371,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87369,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87398,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87375,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87390,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87365,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87869,0,TBA,,2019-8-01,2019-10-30,TBA,TBA,155,2019fall
87395,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87402,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87363,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
85527,0,TBA,,2019-9-03,2019-12-05,TBA,TBA,155,2019fall
87352,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87351,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87314,0,TBA,,2019-6-01,2019-12-05,TBA,TBA,155,2019fall
87880,0,TBA,,2019-9-01,2019-12-18,TBA,TBA,155,2019fall
80756,138,TBA,,2019-9-04,2019-12-30,TBA,TBA,156,2019fall
85900,139,ARTS 211,TR,2019-9-04,2019-12-05,10:00,11:20,157,2019fall
85901,140,ARCH 132,MW,2019-9-04,2019-12-05,15:30,16:50,158,2019fall
87038,141,AGRI 2C71,TR,2019-9-04,2019-12-05,10:00,11:20,159,2019fall
85902,142,AGRI 2E25,TR,2019-9-04,2019-12-05,11:30,12:50,160,2019fall
85903,142,AGRI 2E11,R,2019-9-04,2019-12-05,16:00,16:50,160,2019fall
85904,142,AGRI 2E11,R,2019-9-04,2019-12-05,17:00,17:50,160,2019fall
85905,143,PHYSIC 165,MWF,2019-9-04,2019-12-05,12:30,13:20,161,2019fall
85908,144,WCVM 2302,W,2019-9-04,2019-12-05,13:30,16:20,162,2019fall
85918,145,AGRI 2E25,MWF,2019-9-04,2019-12-05,11:30,12:20,163,2019fall
85919,0,AGRI 3D67,M,2019-9-04,2019-12-05,14:30,16:50,163,2019fall
86976,0,AGRI 3D67,T,2019-9-04,2019-12-05,14:30,16:50,163,2019fall
85914,146,AGRI 1E85,MWF,2019-9-04,2019-12-05,9:30,10:20,164,2019fall
85916,147,ENG 2C40,TR,2019-9-04,2019-12-05,11:30,12:50,165,2019fall
86712,148,AGRI 1E79,TR,2019-9-04,2019-12-05,8:30,9:50,166,2019fall
85920,145,AGRI 1E85,TR,2019-9-04,2019-12-05,10:00,11:20,167,2019fall
85921,143,AGRI 1E79,TR,2019-9-04,2019-12-05,10:00,11:20,168,2019fall
85923,139,TBA,,2019-9-04,2019-12-05,TBA,TBA,169,2019fall
85924,139,TBA,,2019-9-04,2019-12-05,TBA,TBA,170,2019fall
85947,142,AGRI 1E69,TR,2019-9-04,2019-12-05,8:30,9:50,171,2019fall
87567,149,AGRI 2C71,MW,2019-9-04,2019-12-05,13:00,14:20,172,2019fall
86041,150,AGRI 2E25,F,2019-9-04,2019-12-05,14:30,17:20,173,2019fall
85950,151,TBA,,2019-9-04,2019-12-05,TBA,TBA,174,2019fall
86183,151,TBA,,2019-9-04,2019-12-05,TBA,TBA,175,2019fall
80257,152,THORV 105,MWF,2019-9-04,2019-12-05,11:30,12:20,2,2019fall
85219,153,AGRI 1E79,M,2019-9-04,2019-12-05,13:30,14:20,2,2019fall
85220,153,AGRI 1E79,M,2019-9-04,2019-12-05,14:30,15:20,2,2019fall
85221,153,AGRI 1E79,M,2019-9-04,2019-12-05,15:30,16:20,2,2019fall
85222,153,AGRI 1E79,T,2019-9-04,2019-12-05,13:30,14:20,2,2019fall
85223,153,AGRI 1E79,T,2019-9-04,2019-12-05,14:30,15:20,2,2019fall
85492,153,AGRI 1E79,T,2019-9-04,2019-12-05,15:30,16:20,2,2019fall
85637,153,AGRI 1E79,W,2019-9-04,2019-12-05,13:30,14:20,2,2019fall
85638,153,AGRI 1E79,W,2019-9-04,2019-12-05,14:30,15:20,2,2019fall
85997,153,AGRI 1E79,W,2019-9-04,2019-12-05,15:30,16:20,2,2019fall
86734,154,SWIF ,F,2019-9-04,2019-12-05,13:00,15:50,2,2019fall
85939,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
85943,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
85945,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
86603,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
86604,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
85946,1,TBA,,2019-9-04,2019-12-05,TBA,TBA,2,2019fall
86147,155,YORK ,T,2019-9-04,2019-12-05,9:00,11:50,176,2019fall
83433,156,TBA,,2019-9-04,2019-12-05,TBA,TBA,176,2019fall
83434,156,TBA,,2019-9-04,2019-12-05,TBA,TBA,176,2019fall
83435,156,TBA,,2019-9-04,2019-12-05,TBA,TBA,176,2019fall
86605,156,TBA,,2019-9-04,2019-12-05,TBA,TBA,176,2019fall
83437,156,TBA,,2019-9-04,2019-12-05,TBA,TBA,176,2019fall
87609,157,PHYSIC 103,TR,2019-9-04,2019-12-05,10:00,11:20,177,2019fall
87610,157,HLTH 3B58,MW,2019-9-04,2019-12-05,8:45,9:50,177,2019fall
87611,157,HLTH 3B58,MW,2019-9-04,2019-12-05,10:00,11:15,177,2019fall
83872,158,EDUC 1003,TR,2019-9-04,2019-12-05,10:00,11:20,178,2019fall
83876,158,HLTH 3B58,T,2019-9-04,2019-12-05,13:30,16:20,178,2019fall
83881,158,HLTH 3B58,R,2019-9-04,2019-12-05,13:30,16:20,178,2019fall
82015,159,HLTH B204,W,2019-9-04,2019-12-05,13:30,16:20,179,2019fall
83078,160,ARTS 207,TR,2019-9-04,2019-12-05,8:30,9:50,180,2019fall
81320,161,TBA,M,2019-9-04,2019-12-05,13:30,16:20,181,2019fall
87549,162,TBA,,2019-9-04,2019-12-05,TBA,TBA,182,2019fall
81321,163,TBA,TR,2019-9-04,2019-12-05,8:30,12:20,183,2019fall
87763,164,HLTH B407,MWF,2019-10-01,2019-12-05,8:30,10:20,184,2019fall
87969,160,TBA,,2019-9-04,2019-12-05,TBA,TBA,185,2019fall
81483,165,TBA,R,2019-9-04,2019-12-05,12:30,13:20,186,2019fall
81380,165,TBA,,2019-9-04,2019-12-05,TBA,TBA,187,2019fall
81127,165,TBA,,2019-9-04,2019-12-05,TBA,TBA,188,2019fall
84182,166,PHYSIC 103,MWF,2019-9-04,2019-12-05,11:30,12:20,189,2019fall
84183,166,AGRI 2C61,M,2019-9-04,2019-12-05,13:30,15:20,189,2019fall
85179,166,AGRI 2C61,W,2019-9-04,2019-12-05,13:30,15:20,189,2019fall
85224,156,GEOL 265,TR,2019-9-04,2019-12-05,10:00,11:20,190,2019fall
84191,167,AGRI 5C61,MWF,2019-9-04,2019-12-05,8:30,9:20,191,2019fall
84202,168,PHYSIC 165,T,2019-9-04,2019-12-05,16:30,17:50,192,2019fall
84203,168,PHYSIC 165,T,2019-9-04,2019-12-05,16:30,17:50,193,2019fall
80493,169,EDUC 1003,TR,2019-9-04,2019-12-05,11:30,12:50,194,2019fall
80495,170,AGRI 5C61,W,2019-9-04,2019-12-05,13:30,15:20,194,2019fall
80496,170,AGRI 5C61,W,2019-9-04,2019-12-05,15:30,17:20,194,2019fall
85225,170,AGRI 5C61,T,2019-9-04,2019-12-05,13:30,15:20,194,2019fall
81665,171,TBA,,2019-8-24,2019-8-30,TBA,TBA,195,2019fall
80454,172,THORV 110,MWF,2019-9-04,2019-12-05,9:30,10:20,196,2019fall
