crn,profId,location,days,start_date,end_date,start_time,end_time,course,term
26666,1095,ARTS 166,T,2019-1-03,2019-4-05,9:30,12:20,2681,2019winter
21767,1090,ARTS 166,R,2019-1-03,2019-4-05,12:00,14:50,2682,2019winter
26667,1625,TBA,R,2019-1-03,2019-4-05,TBA,TBA,2683,2019winter
25853,125,ARTS 166,M,2019-1-03,2019-4-05,12:30,15:20,2684,2019winter
26080,125,TBA,M,2019-1-03,2019-4-05,19:00,22:00,1592,2019winter
26081,1405,ARTS 153,M,2019-1-03,2019-4-05,12:00,12:50,1592,2019winter
26082,1623,ARTS 31,F,2019-1-03,2019-4-05,12:30,13:20,1592,2019winter
26083,1099,ARTS 166,F,2019-1-03,2019-4-05,12:00,12:50,1592,2019winter
24834,1405,TBA,,2019-1-03,2019-4-05,TBA,TBA,1593,2019winter
26078,125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1594,2019winter
26079,1405,TBA,,2019-1-03,2019-4-05,TBA,TBA,1594,2019winter
26773,1623,TBA,,2019-1-03,2019-4-05,TBA,TBA,1594,2019winter
26077,125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1595,2019winter
20780,125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1596,2019winter
20781,1405,TBA,,2019-1-03,2019-4-05,TBA,TBA,1596,2019winter
20782,1623,TBA,,2019-1-03,2019-4-05,TBA,TBA,1596,2019winter
20783,1099,TBA,,2019-1-03,2019-4-05,TBA,TBA,1596,2019winter
20784,125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1597,2019winter
20785,1405,TBA,,2019-1-03,2019-4-05,TBA,TBA,1597,2019winter
20786,1623,TBA,,2019-1-03,2019-4-05,TBA,TBA,1597,2019winter
20787,1099,TBA,,2019-1-03,2019-4-05,TBA,TBA,1597,2019winter
23391,794,HLTH 2254,R,2019-1-03,2019-4-05,9:00,11:50,1598,2019winter
23394,1111,TBA,,2019-1-03,2019-4-05,TBA,TBA,1599,2019winter
27289,1626,TBA,,2019-1-03,2019-4-05,TBA,TBA,1601,2019winter
25762,1115,TBA,,2019-1-03,2019-4-05,TBA,TBA,1603,2019winter
24369,1627,AGRI 2E17,M,2019-1-03,2019-4-05,9:30,12:20,1605,2019winter
27443,1627,TBA,,2019-1-03,2019-4-05,TBA,TBA,1605,2019winter
24622,1113,HLTH 2334,M,2019-1-03,2019-4-05,13:30,14:50,2685,2019winter
24623,0,HLTH B505,W,2019-1-03,2019-4-05,15:00,16:20,2685,2019winter
26099,1627,HLTH 2330,R,2019-1-03,2019-4-05,9:00,11:50,2686,2019winter
24726,1112,ARTS 207,T,2019-1-03,2019-4-05,14:30,17:20,2687,2019winter
25058,1112,TBA,T,2019-1-03,2019-4-05,14:30,17:20,2687,2019winter
27923,1626,TBA,,2019-1-03,2019-4-05,TBA,TBA,2688,2019winter
23629,1118,TBA,,2019-1-03,2019-4-05,TBA,TBA,2689,2019winter
22738,1628,THORV 205A,W,2019-1-03,2019-4-05,9:00,11:50,1607,2019winter
23188,1187,HLTH 1B03,R,2019-1-03,2019-4-05,12:00,12:50,1609,2019winter
24005,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1610,2019winter
23224,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1613,2019winter
25023,1123,STM 1002,MWF,2019-1-03,2019-4-05,13:30,14:20,1614,2019winter
27916,16,TBA,,2019-1-03,2019-4-05,TBA,TBA,1615,2019winter
27158,1123,GEOL 155,TR,2019-1-03,2019-4-05,11:30,12:50,1616,2019winter
27755,1629,AGRI 2E83,TR,2019-1-03,2019-4-05,11:30,12:50,2690,2019winter
22959,1630,STM 122,MWF,2019-1-03,2019-4-05,10:30,11:20,2691,2019winter
24202,1123,STM 120,MWF,2019-1-03,2019-4-05,14:30,15:20,2692,2019winter
20315,1631,STM 260,MWF,2019-1-03,2019-4-05,9:30,10:20,2693,2019winter
24652,1122,STM 1002,T,2019-1-03,2019-4-05,18:30,21:20,2694,2019winter
22138,694,STM 200,TR,2019-1-03,2019-4-05,13:00,14:20,2695,2019winter
22097,694,STM 120,TR,2019-1-03,2019-4-05,10:00,11:20,2696,2019winter
24999,694,STM 200,TR,2019-1-03,2019-4-05,14:30,15:50,2697,2019winter
24442,1631,STM 2001,TR,2019-1-03,2019-4-05,10:00,11:20,2698,2019winter
24440,1631,STM 2001,TR,2019-1-03,2019-4-05,10:00,11:20,1624,2019winter
23153,736,TBA,,2019-1-03,2019-4-05,TBA,TBA,2699,2019winter
23947,1125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1625,2019winter
21457,1125,TBA,,2019-1-03,2019-4-05,TBA,TBA,1626,2019winter
24208,150,AGRI 1E85,TR,2019-1-03,2019-4-05,8:30,9:50,2700,2019winter
26858,1126,TBA,,2019-2-14,2019-4-04,TBA,TBA,1627,2019winter
22524,1127,AGRI 2D79,MWF,2019-1-03,2019-4-05,11:30,12:20,2701,2019winter
23397,141,AGRI 1E79,TR,2019-1-03,2019-4-05,13:00,14:20,2702,2019winter
22086,1632,ENG 2C88,MWF,2019-1-03,2019-4-05,13:30,14:20,1631,2019winter
22087,1632,ENG 1B77,MWF,2019-1-03,2019-4-05,10:30,11:20,1631,2019winter
22088,558,ENG 2B52,MWF,2019-1-03,2019-4-05,10:30,11:20,1631,2019winter
22089,1130,ENG 1B12,MWF,2019-1-03,2019-4-05,10:30,11:20,1631,2019winter
22090,862,ENG 2B51,TR,2019-1-03,2019-4-05,11:30,12:50,1631,2019winter
22091,1128,ENG 1B77,MWF,2019-1-03,2019-4-05,11:30,12:20,1631,2019winter
22092,1132,ENG 1B77,MWF,2019-1-03,2019-4-05,9:30,10:20,1631,2019winter
22093,1632,PHYSIC 128,MWF,2019-1-03,2019-4-05,9:30,10:20,1631,2019winter
22094,1129,ENG 1B12,TR,2019-1-03,2019-4-05,10:00,11:20,1631,2019winter
22095,1128,ENG 1B12,TR,2019-1-03,2019-4-05,13:00,14:20,1631,2019winter
22139,1129,ENG 1B12,MWF,2019-1-03,2019-4-05,9:30,10:20,1631,2019winter
22140,1132,ENG 2B52,MWF,2019-1-03,2019-4-05,11:30,12:20,1631,2019winter
22141,1633,ENG 1B12,MWF,2019-1-03,2019-4-05,13:30,14:20,1631,2019winter
23369,558,ENG 2B51,MWF,2019-1-03,2019-4-05,9:30,10:20,1631,2019winter
22084,1129,ENG 1B77,TR,2019-1-03,2019-4-05,11:30,12:50,1632,2019winter
23833,1634,TBA,TR,2019-1-03,2019-4-05,10:00,11:20,2703,2019winter
23019,1634,ENG 1B77,TR,2019-1-03,2019-4-05,13:00,14:20,2704,2019winter
25914,1128,ENG 2B53,TR,2019-1-03,2019-4-05,16:00,17:20,1635,2019winter
27927,1616,EDUC 3133,T,2019-1-03,2019-4-05,18:00,20:50,2705,2019winter
21232,1315,EDUC 2001,W,2019-1-03,2019-4-05,13:00,15:50,2706,2019winter
21240,41,TBA,,2019-1-03,2019-4-05,TBA,TBA,1640,2019winter
26737,1140,TBA,,2019-1-03,2019-4-05,TBA,TBA,2707,2019winter
22729,1635,TBA,,2019-1-03,2019-4-05,TBA,TBA,2708,2019winter
23535,0,TBA,M,2019-3-04,2019-3-04,11:30,12:20,2709,2019winter
23075,1636,TBA,M,2019-2-25,2019-2-25,9:30,11:20,2710,2019winter
23537,1637,TBA,R,2019-3-28,2019-3-28,15:00,15:50,2711,2019winter
23072,1638,TBA,TR,2019-2-12,2019-2-14,13:30,15:20,2712,2019winter
23074,1639,TBA,R,2019-1-03,2019-1-03,13:30,15:20,2713,2019winter
23541,1640,TBA,M,2019-4-08,2019-4-08,10:30,12:20,2714,2019winter
23542,1641,TBA,M,2019-1-21,2019-1-21,10:30,12:20,2715,2019winter
23068,1642,TBA,,2019-1-03,2019-2-10,TBA,TBA,2716,2019winter
23066,131,TBA,,2019-1-03,2019-4-05,TBA,TBA,2717,2019winter
23073,1193,TBA,R,2019-1-03,2019-1-03,15:30,16:20,2718,2019winter
25271,1643,TBA,R,2019-1-03,2019-1-03,15:30,16:20,2719,2019winter
26853,0,TBA,M,2019-3-18,2019-3-18,11:30,12:20,2720,2019winter
22805,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1645,2019winter
23968,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1646,2019winter
28073,1644,TBA,M,2019-1-03,2019-4-05,8:30,9:50,1657,2019winter
28174,1140,TBA,TR,2019-1-03,2019-4-05,8:30,10:00,1657,2019winter
25326,131,TBA,,2019-1-03,2019-4-05,TBA,TBA,145,2019winter
20831,131,TBA,,2019-1-03,2019-4-05,TBA,TBA,1659,2019winter
22840,131,TBA,,2019-1-03,2019-4-05,TBA,TBA,1660,2019winter
20834,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1661,2019winter
24688,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1664,2019winter
22578,133,ARTS 241,MWF,2019-1-03,2019-4-05,10:30,11:20,1665,2019winter
23670,1141,BIOL 106,MWF,2019-1-03,2019-4-05,12:30,13:20,1665,2019winter
23671,1141,ARTS 241,TR,2019-1-03,2019-4-05,11:30,12:50,1665,2019winter
22642,1144,STM 1001,TR,2019-1-03,2019-4-05,10:00,11:20,1665,2019winter
24536,1149,TBA,,2019-1-03,2019-4-05,TBA,TBA,1665,2019winter
22574,1142,THORV 105,MWF,2019-1-03,2019-4-05,8:30,9:20,146,2019winter
22573,133,ARTS 143,MWF,2019-1-03,2019-4-05,9:30,10:20,146,2019winter
24491,1142,THORV 105,TR,2019-1-03,2019-4-05,13:00,14:20,146,2019winter
22635,132,EDUC 31,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22640,1143,STM 344,TR,2019-1-03,2019-4-05,10:00,11:20,146,2019winter
22641,1142,STM 140,MWF,2019-1-03,2019-4-05,13:30,14:20,146,2019winter
22643,1143,STM 344,MWF,2019-1-03,2019-4-05,11:30,12:20,146,2019winter
24924,1142,STM 1002,MWF,2019-1-03,2019-4-05,10:30,11:20,146,2019winter
22662,3,MUEN ,W,2019-1-03,2019-4-05,13:00,15:50,146,2019winter
27917,1143,MELF ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
27918,1143,TISD ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
27919,1143,NIPA ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22652,1645,PA ,W,2019-1-03,2019-4-05,13:00,15:50,146,2019winter
25247,734,LARO ,R,2019-1-03,2019-4-05,13:00,15:50,146,2019winter
22654,134,NB ,M,2019-1-03,2019-4-05,13:00,15:50,146,2019winter
23181,3,YORK ,M,2019-1-03,2019-4-05,15:00,17:50,146,2019winter
26493,132,PA ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22600,132,BUFF ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22601,132,CREI ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
26492,132,ILEA ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22603,132,LARO ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22605,132,NB ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
22608,132,YORK ,T,2019-1-03,2019-4-05,19:00,21:50,146,2019winter
27187,1646,ARTS 211,TR,2019-1-03,2019-4-05,14:30,15:50,1668,2019winter
27835,733,ARTS 104,TR,2019-1-03,2019-4-05,10:00,11:20,2721,2019winter
27837,1647,ARTS 104,TR,2019-1-03,2019-4-05,14:30,15:50,2722,2019winter
20308,1143,ARTS 200,MWF,2019-1-03,2019-4-05,10:30,11:20,1671,2019winter
22958,526,ARTS 200,TR,2019-1-03,2019-4-05,16:00,17:20,1671,2019winter
27678,1141,TBA,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
27679,1141,MELF ,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
27680,1141,SWIF ,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
27681,1141,LARO ,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
27682,1141,NB ,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
27683,1141,YORK ,,2019-1-03,2019-4-05,TBA,TBA,1671,2019winter
20309,1151,ARTS 200,TR,2019-1-03,2019-4-05,13:00,14:20,1672,2019winter
27686,1648,TBA,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27687,1648,MELF ,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27711,1648,PA ,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27689,1648,LARO ,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27690,1648,NB ,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27691,1648,YORK ,,2019-1-03,2019-4-05,TBA,TBA,1672,2019winter
27192,1153,ARTS 100,TR,2019-1-03,2019-4-05,14:30,15:50,2723,2019winter
21394,1157,ARTS 211,MWF,2019-1-03,2019-4-05,9:30,10:20,1967,2019winter
26123,3,MUEN ,W,2019-1-03,2019-4-05,16:00,18:50,1967,2019winter
27749,1649,STM 344,TR,2019-1-03,2019-4-05,11:30,12:50,2724,2019winter
24969,1301,TBA,,2019-1-03,2019-4-05,TBA,TBA,1673,2019winter
27692,1301,LARO ,,2019-1-03,2019-4-05,TBA,TBA,1673,2019winter
20310,1153,ARTS 100,TR,2019-1-03,2019-4-05,11:30,12:50,1675,2019winter
24085,1148,STM 344,TR,2019-1-03,2019-4-05,14:30,15:50,1675,2019winter
21279,1154,TBA,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
21280,1154,MELF ,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
21813,1154,SWIF ,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
26615,1154,LARO ,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
21281,1154,NB ,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
21282,1154,YORK ,,2019-1-03,2019-4-05,TBA,TBA,1675,2019winter
20311,1650,ARTS 214,MWF,2019-1-03,2019-4-05,10:30,11:20,147,2019winter
27750,1649,STM 1001,TR,2019-1-03,2019-4-05,14:30,15:50,147,2019winter
20759,1141,TBA,,2019-1-03,2019-4-05,TBA,TBA,147,2019winter
27937,1651,ARTS 214,M,2019-1-03,2019-4-05,19:00,21:50,2725,2019winter
27840,1154,THORV 110,TR,2019-1-03,2019-4-05,10:00,11:20,2726,2019winter
23345,133,TBA,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
23751,133,MELF ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
25051,133,PA ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
24974,133,SWIF ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
26616,133,LARO ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
23752,133,NB ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
24975,133,YORK ,,2019-1-03,2019-4-05,TBA,TBA,148,2019winter
27751,1144,STM 450,M,2019-1-03,2019-4-05,13:30,16:20,2727,2019winter
22473,1154,ARTS 206,R,2019-1-03,2019-4-05,13:00,15:50,2728,2019winter
28065,1650,EDUC 1024,R,2019-1-03,2019-4-05,13:00,15:50,2728,2019winter
20319,134,ARTS 100,TR,2019-1-03,2019-4-05,8:30,9:50,149,2019winter
27982,134,TBA,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27983,134,MELF ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27984,134,PA ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27985,134,SWIF ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27986,134,LARO ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27987,134,NB ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27988,134,YORK ,,2019-1-03,2019-4-05,TBA,TBA,149,2019winter
27842,1157,ARTS 206,MWF,2019-1-03,2019-4-05,11:30,12:20,1684,2019winter
28060,1652,BIOL 106,R,2019-1-03,2019-4-05,14:30,17:20,1685,2019winter
27161,1148,STM 2002,M,2019-1-03,2019-4-05,13:30,16:20,2729,2019winter
26046,733,ARTS 1011,W,2019-1-03,2019-4-05,13:00,15:50,2730,2019winter
21732,1151,ARTS 1011,M,2019-1-03,2019-4-05,13:00,15:50,2731,2019winter
27639,1155,ARTS 1011,F,2019-1-03,2019-4-05,9:00,11:50,2732,2019winter
28139,526,ARTS 1011,R,2019-1-03,2019-4-05,17:30,20:20,2733,2019winter
25579,733,ARTS 1011,W,2019-1-03,2019-4-05,13:00,15:50,2734,2019winter
22259,1151,ARTS 1011,M,2019-1-03,2019-4-05,13:00,15:50,2735,2019winter
27641,1155,ARTS 1011,F,2019-1-03,2019-4-05,9:00,11:50,2736,2019winter
21380,1647,ARTS 202,F,2019-1-03,2019-4-05,13:30,14:20,1693,2019winter
21385,1155,TBA,,2019-1-03,2019-4-05,TBA,TBA,1694,2019winter
21381,1155,TBA,,2019-1-03,2019-4-05,TBA,TBA,1695,2019winter
21382,1155,TBA,,2019-1-03,2019-4-05,TBA,TBA,1696,2019winter
20788,1160,TBA,,2019-1-14,2019-3-22,TBA,TBA,1697,2019winter
21329,1160,TBA,,2019-3-25,2019-5-31,TBA,TBA,1697,2019winter
22823,1161,TBA,,2019-1-03,2019-4-05,TBA,TBA,1699,2019winter
20403,1653,PHYSIC 165,MWF,2019-1-03,2019-4-05,9:30,10:20,2737,2019winter
20404,606,AGRI 5D75,T,2019-1-03,2019-4-05,13:30,15:20,2737,2019winter
20405,606,AGRI 5D75,R,2019-1-03,2019-4-05,13:30,15:20,2737,2019winter
24700,606,AGRI 5D75,T,2019-1-03,2019-4-05,15:30,17:20,2737,2019winter
26015,1166,AGRI 1E85,MWF,2019-1-03,2019-4-05,10:30,11:20,2738,2019winter
26654,1344,AGRI 1E79,MWF,2019-1-03,2019-4-05,11:30,12:20,2739,2019winter
27630,1167,AGRI 1E85,TR,2019-1-03,2019-4-05,10:00,11:20,2740,2019winter
21955,604,TBA,M,2019-1-03,2019-4-05,13:30,16:20,1706,2019winter
28118,605,AGRI 2E11,M,2019-1-07,2019-3-10,10:30,11:50,2741,2019winter
27298,610,TBA,MW,2019-1-03,2019-4-05,13:30,14:50,1707,2019winter
22381,1166,TBA,,2019-1-03,2019-4-05,TBA,TBA,2742,2019winter
28033,1168,GEOL 255,R,2019-1-03,2019-4-05,13:00,15:50,2743,2019winter
26600,1344,TBA,,2019-1-03,2019-4-05,TBA,TBA,2744,2019winter
26137,1654,AGRI 1E79,TR,2019-1-08,2019-1-30,8:30,10:20,2745,2019winter
27621,1167,TBA,,2019-1-03,2019-4-05,TBA,TBA,1714,2019winter
21527,1167,AGRI 5C61,M,2019-1-03,2019-4-05,15:30,16:20,1715,2019winter
21528,610,TBA,,2019-1-03,2019-4-05,TBA,TBA,1716,2019winter
21529,610,TBA,,2019-1-03,2019-4-05,TBA,TBA,1717,2019winter
21873,1655,ARTS 263,MWF,2019-1-03,2019-4-05,12:30,13:20,1718,2019winter
20204,1302,AGRI 2C61,M,2019-1-03,2019-4-05,9:30,10:20,1718,2019winter
20205,1302,AGRI 2C61,M,2019-1-03,2019-4-05,13:30,14:20,1718,2019winter
20206,1302,AGRI 2C61,W,2019-1-03,2019-4-05,14:30,15:20,1718,2019winter
20203,1302,AGRI 2E11,R,2019-1-03,2019-4-05,13:30,14:20,1718,2019winter
22956,1170,STM 2002,MWF,2019-1-03,2019-4-05,9:30,10:20,1718,2019winter
20207,1302,AGRI 2C61,MWF,2019-1-03,2019-4-05,10:30,11:20,2746,2019winter
23738,1302,STM 1002,TR,2019-1-03,2019-4-05,11:30,12:50,2746,2019winter
20211,1655,ARTS 108,MWF,2019-1-03,2019-4-05,13:30,14:20,2747,2019winter
27752,1170,STM 2002,MWF,2019-1-03,2019-4-05,10:30,11:20,2748,2019winter
20212,1655,ARTS 213,MWF,2019-1-03,2019-4-05,10:30,11:20,2749,2019winter
20598,843,ARTS 134,MWF,2019-1-03,2019-4-05,14:30,15:20,1721,2019winter
20599,1171,ARTS 211,TR,2019-1-03,2019-4-05,11:30,12:50,1722,2019winter
20600,1175,ARTS 105,MWF,2019-1-03,2019-4-05,14:30,15:20,2750,2019winter
20601,1171,THORV 271,TR,2019-1-03,2019-4-05,13:00,14:20,1723,2019winter
20919,1173,ARTS 143,MWF,2019-1-03,2019-4-05,11:30,12:20,150,2019winter
21740,1173,ARTS 104,MWF,2019-1-03,2019-4-05,12:30,13:20,2751,2019winter
23217,1656,PHYSIC 130,MWF,2019-1-03,2019-4-05,10:30,11:20,2752,2019winter
21741,1175,BIOL 125,MWF,2019-1-03,2019-4-05,11:30,12:20,1727,2019winter
21951,1656,GEOL 269,MWF,2019-1-03,2019-4-05,13:30,14:20,2753,2019winter
21836,1173,ARTS 104,MWF,2019-1-03,2019-4-05,12:30,13:20,2754,2019winter
23530,1175,BIOL 125,MWF,2019-1-03,2019-4-05,11:30,12:20,1729,2019winter
27501,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1730,2019winter
21976,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,2755,2019winter
27054,834,ARTS 207,R,2019-1-03,2019-4-05,16:00,18:20,2756,2019winter
20772,419,TBA,,2019-1-03,2019-4-05,TBA,TBA,2757,2019winter
27402,432,TBA,,2019-1-03,2019-4-05,TBA,TBA,2758,2019winter
21832,420,TBA,,2019-1-03,2019-4-05,TBA,TBA,1934,2019winter
27297,1657,TBA,,2019-1-03,2019-4-05,TBA,TBA,2759,2019winter
27887,432,TBA,,2019-1-03,2019-4-05,TBA,TBA,2760,2019winter
27925,1658,TBA,TR,2019-1-03,2019-4-05,16:30,19:20,2761,2019winter
28052,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,2762,2019winter
20249,1659,GEOL 155,TR,2019-1-03,2019-4-05,10:00,11:20,2763,2019winter
27025,1660,AGRI 2E83,MWF,2019-1-03,2019-4-05,10:30,11:20,2764,2019winter
20250,1181,ARTS 208,MWF,2019-1-03,2019-4-05,11:30,12:20,2765,2019winter
25583,1181,ARTS 208,TR,2019-1-03,2019-4-05,11:30,12:50,2766,2019winter
20263,1178,ARTS 213,MWF,2019-1-03,2019-4-05,9:30,10:20,2767,2019winter
20265,1197,AGRI 1E69,R,2019-1-03,2019-4-05,13:00,15:50,2768,2019winter
21546,1181,TBA,,2019-1-03,2019-4-05,TBA,TBA,1738,2019winter
22373,1178,AGRI 2C71,MW,2019-1-03,2019-4-05,15:00,16:50,2769,2019winter
22834,1177,AGRI 4C77,T,2019-1-03,2019-4-05,9:00,12:00,2770,2019winter
20812,0,ARTS 109,M,2019-1-03,2019-4-05,12:30,13:20,1743,2019winter
20813,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1744,2019winter
20814,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1745,2019winter
20213,1185,STM 122,TR,2019-1-03,2019-4-05,11:30,12:50,1935,2019winter
22143,1185,STM 122,TR,2019-1-03,2019-4-05,14:30,15:50,2771,2019winter
23779,1199,TBA,,2019-1-03,2019-4-05,TBA,TBA,2772,2019winter
27292,1187,TBA,R,2019-1-03,2019-4-05,13:30,16:20,2773,2019winter
22774,1186,TBA,,2019-1-03,2019-4-05,TBA,TBA,1749,2019winter
22775,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1750,2019winter
22776,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1751,2019winter
27953,1188,TBA,,2019-1-03,2019-4-05,TBA,TBA,2774,2019winter
20401,1195,WCVM 2104,TR,2019-1-03,2019-4-05,10:00,11:20,2775,2019winter
23529,1197,TBA,,2019-1-03,2019-4-05,TBA,TBA,2776,2019winter
24344,1196,TBA,T,2019-3-26,2019-3-26,15:30,16:20,2777,2019winter
23533,1189,TBA,R,2019-3-28,2019-3-28,15:00,15:50,2778,2019winter
23089,1661,TBA,F,2019-3-29,2019-3-29,13:30,15:20,2779,2019winter
23124,1191,TBA,,2019-1-03,2019-4-05,TBA,TBA,2780,2019winter
21861,0,TBA,,2019-1-03,2019-4-05,TBA,TBA,1765,2019winter
24759,1662,TBA,W,2019-1-03,2019-4-05,9:30,12:00,2781,2019winter
28155,1661,TBA,,2019-1-03,2019-4-05,TBA,TBA,1766,2019winter
20817,1191,TBA,,2019-1-03,2019-4-05,TBA,TBA,1767,2019winter
20818,1190,TBA,,2019-1-03,2019-4-05,TBA,TBA,1768,2019winter
20819,1190,TBA,,2019-1-03,2019-4-05,TBA,TBA,1769,2019winter
27954,1199,TBA,,2019-1-03,2019-4-05,TBA,TBA,2782,2019winter
26730,1663,TBA,MWF,2019-1-03,2019-4-05,8:30,9:20,2783,2019winter
26731,1664,TBA,,2019-1-03,2019-4-05,TBA,TBA,2784,2019winter
27330,1199,TBA,,2019-4-25,2019-4-26,TBA,TBA,2785,2019winter
27461,0,TBA,M,2019-1-01,2019-1-11,11:30,12:20,2786,2019winter
27483,0,TBA,M,2019-1-01,2019-2-04,13:30,15:20,2786,2019winter
27484,0,TBA,M,2019-1-01,2019-1-11,11:30,12:20,2786,2019winter
27974,1199,TBA,,2019-4-01,2019-4-05,TBA,TBA,2787,2019winter
28027,1199,TBA,,2019-1-03,2019-4-05,TBA,TBA,1770,2019winter
23141,1189,TBA,TR,2019-1-15,2019-2-14,15:30,16:50,2788,2019winter
24387,1665,TBA,MTRF,2019-4-09,2019-4-18,13:30,16:20,2789,2019winter
25845,792,TBA,,2019-1-03,2019-4-05,TBA,TBA,151,2019winter
26733,1666,TBA,,2019-1-03,2019-4-05,TBA,TBA,2790,2019winter
22280,1667,TBA,,2019-1-03,2019-4-05,TBA,TBA,2791,2019winter
20881,1202,TBA,F,2019-1-03,2019-4-05,12:30,13:20,1776,2019winter
20885,1305,NA NO ROOM,,2019-1-03,2019-4-05,TBA,TBA,1777,2019winter
20893,1305,NA NO ROOM,,2019-1-03,2019-4-05,TBA,TBA,1778,2019winter
22730,1668,TBA,,2019-1-03,2019-4-05,TBA,TBA,2792,2019winter
28254,1206,TBA,,2019-9-30,2019-4-14,TBA,TBA,1780,2019winter
20402,1213,WCVM 2585,TR,2019-1-03,2019-4-04,11:30,12:50,2793,2019winter
26849,1211,TBA,MT,2019-4-08,2019-4-16,13:30,15:20,2794,2019winter
23083,1213,TBA,R,2019-1-03,2019-1-03,13:30,15:20,2795,2019winter
27464,1212,TBA,MT,2019-3-04,2019-3-05,15:30,16:20,2796,2019winter
27460,1669,TBA,F,2019-3-29,2019-3-29,8:30,10:20,2797,2019winter
28120,1200,TBA,M,2019-3-18,2019-3-18,11:30,12:20,2798,2019winter
20872,1208,TBA,,2019-1-03,2019-4-05,TBA,TBA,1783,2019winter
20873,1208,TBA,,2019-1-03,2019-4-05,TBA,TBA,1784,2019winter
27412,1208,TBA,,2019-1-03,2019-4-05,TBA,TBA,1785,2019winter
20875,1209,TBA,,2019-1-03,2019-4-05,TBA,TBA,1787,2019winter
20876,1209,TBA,,2019-1-03,2019-4-05,TBA,TBA,1788,2019winter
24848,1209,TBA,,2019-1-03,2019-4-05,TBA,TBA,2799,2019winter
20869,1211,TBA,,2019-1-03,2019-4-05,TBA,TBA,2800,2019winter
20877,1211,TBA,,2019-1-03,2019-4-05,TBA,TBA,2801,2019winter
22311,1213,TBA,,2019-1-03,2019-4-05,TBA,TBA,2802,2019winter
20879,1212,TBA,,2019-1-03,2019-4-05,TBA,TBA,1791,2019winter
20884,1212,TBA,,2019-1-03,2019-4-05,TBA,TBA,1792,2019winter
28133,1212,TBA,,2019-1-03,2019-4-05,TBA,TBA,2803,2019winter
22403,1213,TBA,,2019-1-03,2019-4-05,TBA,TBA,1794,2019winter
20880,1211,TBA,,2019-1-03,2019-4-05,TBA,TBA,1795,2019winter
